序号,发票代码,发票号码,数电发票号码,销方识别号,销方名称,购方识别号,购买方名称,开票日期,税收分类编码,特定业务类型,货物或应税劳务名称,规格型号,单位,数量,单价,金额,税率,税额,价税合计,发票来源,发票票种,发票状态,是否正数发票,发票风险等级,开票人,备注,币种,外币金额,汇率,方向,购方税号,销方税号,发票类型,_source
47,,,26322000000646458601,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:47:02,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,400,278.34048,111336.19,0%,0.0,111336.19,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-001(2)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 24824、汇率：7.0288 出口报关单号：534520260000046437,USD,24824.0,7.0288,out,,,,
48,,,26322000000647165806,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:43:48,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,180,315.733722222222,56832.07,0%,0.0,56832.07,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-001(3)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 8085.6、汇率：7.0288 出口报关单号：534520260000046468,USD,8085.6,7.0288,out,,,,
49,,,26322000000642541966,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:39:51,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,-180,315.47316,-56785.17,0%,0.0,-56785.17,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000551342401 红字发票信息确认单编号：32108426011044026172,CNY,0.0,1.0,out,,,,
50,,,26322000000641793256,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:39:13,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,-200,315.47316,-63094.63,0%,0.0,-63094.63,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000551182006 红字发票信息确认单编号：32108426011049622977,CNY,0.0,1.0,out,,,,
51,,,26322000000641793256,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:39:13,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,-400,278.1108,-111244.32,0%,0.0,-111244.32,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000551182006 红字发票信息确认单编号：32108426011049622977,CNY,0.0,1.0,out,,,,
52,,,26322000000641792476,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:38:33,1090505010000000000,,*移动通信设备*智能手机,Wildfire E7 Elite,台,-612,608.8941,-372643.19,0%,0.0,-372643.19,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000317174191 红字发票信息确认单编号：32108426011049622898,CNY,0.0,1.0,out,,,,
53,,,26322000000641792476,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:38:33,1090505010000000000,,*移动通信设备*机模,Wildfire E7 Elite,台,-100,57.5886,-5758.86,0%,0.0,-5758.86,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000317174191 红字发票信息确认单编号：32108426011049622898,CNY,0.0,1.0,out,,,,
54,,,26322000000641792476,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:38:33,1090505010000000000,,*移动通信设备*智能手机,Wildfire E7 Life,台,-1020,344.127,-351009.54,0%,0.0,-351009.54,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000317174191 红字发票信息确认单编号：32108426011049622898,CNY,0.0,1.0,out,,,,
55,,,26322000000641792476,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:38:33,1090504040000000000,,*移动通信设备*机模,Wildfire E7 Life,台,-200,44.6663,-8933.26,0%,0.0,-8933.26,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000317174191 红字发票信息确认单编号：32108426011049622898,CNY,0.0,1.0,out,,,,
56,,,26322000000642538891,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 10:37:30,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,-300,278.1108,-83433.24,0%,0.0,-83433.24,电子发票服务平台,数电发票（普通发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：26322000000316507981 红字发票信息确认单编号：32108426011044026093,CNY,0.0,1.0,out,,,,
65,,,26322000000087519511,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91440300061401318D,深圳市英卡科技有限公司,2026-01-05 16:04:30,1090211990000000000,,*模具**模具,AST05A前盖,套,1,28318.58407079615,28318.58,13%,3681.42,32000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄彩霞,,CNY,0.0,1.0,out,,,,
66,,,26322000000087519511,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91440300061401318D,深圳市英卡科技有限公司,2026-01-05 16:04:30,1090211990000000000,,*模具**模具,AST05铜片,套,1,30973.4513274336,30973.45,13%,4026.55,35000.0,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄彩霞,,CNY,0.0,1.0,out,,,,
67,,,25322000000631124749,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-29 09:25:05,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5 Elite,台,1020,537.76840196,548523.77,0%,0.0,548523.77,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-006(1)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 77520、汇率：7.0759  出口报关单号：534520250450988357,USD,77520.0,7.0759,out,,,,
68,,,25322000000599871487,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-15 17:45:20,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5 Elite,台,1224,523.616601307,640906.72,0%,0.0,640906.72,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-005(2)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 153954、汇率：7.0759 出口报关单号：534520250450906909,USD,153954.0,7.0759,out,,,,
69,,,25322000000599871487,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-15 17:45:20,1090505010000000000,,*移动通信设备*机模,Wildfire E6 Elite,台,200,44.57815,8915.63,0%,0.0,8915.63,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-005(2)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 153954、汇率：7.0759 出口报关单号：534520250450906909,USD,153954.0,7.0759,out,,,,
70,,,25322000000599871487,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-15 17:45:20,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Elite,台,1530,287.281542,439540.76,0%,0.0,439540.76,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-005(2)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 153954、汇率：7.0759 出口报关单号：534520250450906909,USD,153954.0,7.0759,out,,,,
71,,,25322000000572287245,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-01 16:09:45,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Elite,台,200,287.72,57544.0,0%,0.0,57544.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-005(2)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 8120、汇率：7.0867  出口报关单号：531620250163527318,USD,8120.0,7.0867,out,,,,
72,,,25322000000564115086,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-27 17:41:26,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,10500,216.1585234,2269664.5,0%,0.0,2269664.5,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-004(07)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 320271、汇率：7.0867 出口报关单号：：534520250450885007,USD,320271.0,7.0867,out,,,,
73,,,25322000000558549679,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-26 09:10:56,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,10560,216.1585234,2282634.01,0%,0.0,2282634.01,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-004(06)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 287938.88、汇率：7.0867 出口报关单号：：534520250450876705,USD,287938.88,7.0867,out,,,,
74,,,25322000000554003605,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-24 14:43:37,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Elite,台,200,287.72,57544.0,0%,0.0,57544.0,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-005(1)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 8120、汇率：7.0867  出口报关单号：534520250450851104,USD,8120.0,7.0867,out,,,,
84,,,25322000000529946290,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-12 10:08:57,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,9440,216.8753204,2047303.02,0%,0.0,2047303.02,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-004(04)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 287938.88、汇率：7.1102  出口报关单号：：534520250450791221,USD,287938.88,7.1102,out,,,,
85,,,25322000000506153894,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-10-29 17:10:00,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,10560,216.8753204,2290203.38,0%,0.0,2290203.38,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-004(03)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 181791.92、汇率：7.1102  出口报关单号：：534520250450760178,USD,181791.92,7.1102,out,,,,
86,,,25322000000490501169,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-10-22 15:52:53,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,5960,216.8753204,1292576.91,0%,0.0,1292576.91,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-004(02)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 181791.92、汇率：7.1102  出口报关单号：：534520250450728836,USD,181791.92,7.1102,out,,,,
87,,,25322000000459914303,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-09-30 18:35:14,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,14520,216.7838144,3147700.99,0%,0.0,3147700.99,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-004(01)、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额： 442889.04、汇率：7.1072  出口报关单号：：534520250450703317,USD,442889.04,7.1072,out,,,,
88,,,25322000000450911904,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-09-27 10:31:56,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,7000,216.7838144,1517486.7,0%,0.0,1517486.7,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-003、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额：213514、汇率：7.1072  出口报关单号：534520250450614831,USD,213514.0,7.1072,out,,,,
89,,,25322000000450389952,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-09-27 10:13:01,1090505010000000000,,*移动通信设备*智能手机,Wildfire E6 Star,台,10000,218.077099,2180770.99,0%,0.0,2180770.99,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-002、 贸易方式：一般贸易、成交方式：FOB 、币别：美元 、外币出口销售额：305020、汇率：7.1496  出口报关单号：534520250450607194,USD,305020.0,7.1496,out,,,,
90,,,25322000000433731004,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91140900MA0KR2B08L,晨宸辰科技有限公司,2025-09-18 18:03:53,1090517000000000000,,*集成电路*集成电路,YXSBG6PX-AE,PCS,3040,28.6106194690266,86976.28,13%,11306.92,98283.2,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄彩霞,,CNY,0.0,1.0,out,,,,
91,,,25322000000402105619,91321084MAEFNKCY09,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-08-29 18:25:03,1090505010000000000,,*移动通信设备*智能手机,Wildfire E5,台,120,321.16,38539.2,0%,0.0,38539.2,电子发票服务平台,数电发票（普通发票）,正常,是,正常,黄彩霞,备注信息：出口合同号：HTZG202508-001 贸易方式：一般贸易 币别：美元 外币出口销售额：5390.40 汇率：7.1496 出口报关单号：534520250450603296,USD,5390.4,7.1496,out,,,,
92,,,25322000000397187237,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91140900MA0KR2B08L,晨宸辰科技有限公司,2025-08-27 17:40:19,1090517000000000000,,*集成电路*集成电路,YXSBG6PX-AE,PCS,1520,27.3716814159292,41604.96,13%,5408.64,47013.6,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄彩霞,,CNY,0.0,1.0,out,,,,
93,,,25322000000396807600,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91140900MA0KR2B08L,晨宸辰科技有限公司,2025-08-27 17:36:07,1090517000000000000,,*集成电路*集成电路,YXSBG6PX-AE,PCS,-1520,24.4690265486726,-37192.92,13%,-4835.08,-42028.0,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,黄彩霞,被红冲蓝字数电发票号码：25322000000391585590 红字发票信息确认单编号：32108425081000208497,CNY,0.0,1.0,out,,,,
95,,,25322000000391438588,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91140900MA0KR2B08L,晨宸辰科技有限公司,2025-08-25 15:26:19,1090517000000000000,,*集成电路*集成电路,YXSCG6PX-AK,PCS,120,32.4044247787611,3888.53,13%,505.51,4394.04,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,黄彩霞,,CNY,0.0,1.0,out,,,,
96,,,25322000000359083760,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91140900MA0KR2B08L,晨宸辰科技有限公司,2025-08-04 15:07:19,1090517000000000000,,*集成电路*集成电路,YXSCG6PX-AK,PCS,3040,27.353982300885,83156.11,13%,10810.29,93966.4,电子发票服务平台,数电发票（增值税专用发票）,正常,是,正常,陈猛,,CNY,0.0,1.0,out,,,,
97,,,25322000000359210378,91321084MAEFNKCY09,江苏和钛智控科技有限公司,91140900MAOKR2B08L,晨宸辰科技有限公司,2025-08-04 15:04:23,1090517000000000000,,*集成电路*集成电路,YXSCG6PX-AK,PCS,-3040,27.353982300885,-83156.11,13%,-10810.29,-93966.4,电子发票服务平台,数电发票（增值税专用发票）,正常,否,正常,陈猛,被红冲蓝字数电发票号码：25322000000307018969 红字发票信息确认单编号：32108425081000500739,CNY,0.0,1.0,out,,,,
,,26322000001161106216,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-02-09 00:00:00,,,,,,,,2780279.22,,0.0,2780279.22,,,正常,,,,,USD,399018.23,1.0,out,,,增值税普通发票,7386出口发票沙特阿拉伯HTZG202509-007(2).pdf
,,26322000000819729181,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-30 00:00:00,,,,,,,,1154914.78,,0.0,1154914.78,,,正常,,,,,USD,164311.8,1.0,out,,,增值税普通发票,"510台出口发票沙特 HTZG202509-007(1)----_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20260130102206.pdf"
,,25322000000450389952,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-09-27 00:00:00,,,,,,,,2180770.99,,0.0,2180770.99,,,正常,,,,,USD,305020.0,7.1496,out,,,增值税普通发票,"10000出口发票-----dzfp_25322000000450389952_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20250927101308.pdf"
,,26322000000646786966,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 00:00:00,,,,,,,,83502.14,,0.0,83502.14,,,正常,,,,,USD,11880.0,7.0288,out,,,增值税普通发票,"300出口发票--HTZG202508-001(5)      dzfp_26322000000316507981_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20260114092631.pdf"
,,26322000000821079361,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-30 00:00:00,,,,,,,,1127704.33,,0.0,1127704.33,,,正常,,,,,USD,160440.52,7.0288,out,,,增值税普通发票,"5260台出口发票沙特 HTZG202508-004(08)----_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20260130102206.pdf"
,,26322000000317174191,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-14 00:00:00,,,,,,,,738344.85,,0.0,738344.85,,,正常,,,,,USD,105132.4,1.0,out,,,增值税普通发票,612及1020出口发票--HTZG202510-008(1)     _20260114092631.pdf
,,25322000000529946290,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-12 00:00:00,,,,,,,,2047303.02,,0.0,2047303.02,,,正常,,,,,USD,287938.88,7.1102,out,,,增值税普通发票,"9440出口发票----_25322000000529946290_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20251112100900.pdf"
,,26322000000316507981,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-14 00:00:00,,,,,,,,83433.24,,0.0,83433.24,,,正常,,,,,USD,11880.0,7.023,out,,,增值税普通发票,"300出口发票--HTZG202508-001(4)      dzfp_26322000000316507981_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20260114092631.pdf"
,,25322000000450911904,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-09-27 00:00:00,,,,,,,,1517486.7,,0.0,1517486.7,,,正常,,,,,USD,213514.0,7.1072,out,,,增值税普通发票,"7000出口发票---dzfp_25322000000450911904_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20250927103159.pdf"
,,25322000000631124749,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-29 00:00:00,,,,,,,,548523.77,,0.0,548523.77,,,正常,,,,,USD,77520.0,7.0759,out,,,增值税普通发票,1020-HTZG202508-006（1）发票.pdf
,,25322000000402105619,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-08-29 00:00:00,,,,,,,,38539.2,,0.0,38539.2,,,正常,,,,,USD,5390.4,7.1496,out,,,增值税普通发票,"120出口发票---dzfp_25322000000402105619_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20250927103359.pdf"
,,26322000000646458601,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 00:00:00,,,,,,,,174482.93,,0.0,174482.93,,,正常,,,,,USD,24824.0,7.0288,out,,,增值税普通发票,HTZG202508-001(2) ---    20260122141417.pdf
,,26322000000551182006,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-22 00:00:00,,,,,,,,174338.95,,0.0,174338.95,,,正常,,,,,USD,24824.0,7.023,out,,,增值税普通发票,600出口发票 HTZG202508-001(2) ---    20260122141417.pdf
,,25322000000506153894,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-10-29 00:00:00,,,,,,,,2290203.38,,0.0,2290203.38,,,正常,,,,,USD,181791.92,7.1102,out,,,增值税普通发票,"10560台出口发票----_25322000000506153894_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20251029171004.pdf"
,,25322000000564115086,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-27 00:00:00,,,,,,,,2269664.5,,0.0,2269664.5,,,正常,,,,,USD,320271.0,1.0,out,,,增值税普通发票,10500出口发票.pdf
,,26322000000646478791,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-26 00:00:00,,,,,,,,738954.61,,0.0,738954.61,,,正常,,,,,USD,105132.4,1.0,out,,,增值税普通发票,612及1020出口发票--HTZG202510-008(2)     _20260114092631.pdf
,,25322000000490501169,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-10-22 00:00:00,,,,,,,,1292576.91,,0.0,1292576.91,,,正常,,,,,USD,181791.92,7.1102,out,,,增值税普通发票,"5960发票---dzfp_25322000000490501169_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20251022155256.pdf"
,,25322000000459914303,,,江苏和钛智 控 科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",,,,,,,,,3147700.99,,0.0,3147700.99,,,正常,,,,,USD,442889.04,7.1072,out,,,增值税普通发票,"14520出口发票----dzfp_25322000000459914303_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20250930183517.pdf"
,,26322000000819990466,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-30 00:00:00,,,,,,,,544872.58,,0.0,544872.58,,,正常,,,,,USD,77520.0,7.0288,out,,,增值税普通发票,"1020台出口发票美国 HTZG202508-006(2)----_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20260130102206.pdf"
,,25322000000530863863,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-11-12 00:00:00,,,,,,,,3542736.29,,0.0,3542736.29,,,正常,,,,,USD,499913.4,1.0,out,,,增值税普通发票,"16200出口发票_25322000000530863863_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20251112150150.pdf"
,,26322000001163570071,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-02-09 00:00:00,,,,,,,,739318.42,,0.0,739318.42,,,正常,,,,,USD,106105.0,1.0,out,,,增值税普通发票,1450出口发票阿联酋：HTZG202510-008(2).pdf
,,25322000000599871487,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2025-12-15 00:00:00,,,,,,,,1089363.11,,0.0,1089363.11,,,正常,,,,,USD,153954.0,1.0,out,,,增值税普通发票,"1224出口发票_25322000000530863863_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20251112150150.pdf"
,,26322000001161982456,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-02-09 00:00:00,,,,,,,,250492.41,,0.0,250492.41,,,正常,,,,,USD,35950.0,6.9678,out,,,增值税普通发票,550出口发票尼泊尔：HTZG202511-029(1).pdf
,,25322000000558549679,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",,,,,,,,,2282634.01,,0.0,2282634.01,,,正常,,,,,USD,287938.88,7.0867,out,,,增值税普通发票,"10560出口发票-----dzfp_25322000000558549679_HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED_20251126091059.pdf"
,,26322000000551342401,,,江苏和钛智控科技有限公司,,"HONGTAI INTELLIGENCE INTERNATIONAL CO.,LIMITED",2026-01-22 00:00:00,,,,,,,,56785.17,,0.0,56785.17,,,正常,,,,,USD,8085.6,1.0,out,,,增值税普通发票,180出口发票 HTZG202508-001(3) ---    20260122141417.pdf
